id_event,clock_time,details,number_of_shots_fired,time_day,type_of_gun
2440,7 p.m.,7000 block,,evening,
2441,10 a.m,Allen Road in the Huntington Ridge subdivision,,,
2442,, 2600 block of Muhlfeld Street ,,afternoon,
2443,,Northside,,,
2444,5 a.m.,Fairhill neighborhood,,early Sunday,
2445,,,,,
2446,8 p.m.,270 NW 99th Street,,,
2447,3 a.m, Egg Harbor Township,,morning,
2448, 1:30 a.m,100 block of Rossell Avenue ,,,
2449,9:30 p.m,"1300 block of Thurman Street,",,night,
2450, 12:30 p.m,Allegheny County,,,
2451,,Montgomery County,three,,
2452,2:30 a.m.,Jake Garzio Drive,,overnight,
2453,,,,night,
2454,, 63rd and Catherine Street,,,
2455,12:30 a.m,The Birches apartments along the 100 block of Fries Mill Road,,,
2456,,7-Eleven at the 4300 block of Graham Street,,,
2457, 1:30 a.m,outside Reflections Cafe along the 1600 block of Wingohocking Street in the Nicetown section of the city,,,
2458,10 a.m,between Erdrick and Montague streets near Wellington,once,,
2459,,Bishop Hill Apartment complex on the 100 block of South Bishop Avenue ,several , night,
2460,5:30 a.m,"5800 block of North Philip Street, near Grange Avenue, in the city's Olney neighborhood,",more than two dozen,morning,
2461, 2:20 a.m,"outside the Cornhill Fish and Game Club, located at the corner of Park Avenue and South Street",multiple,morning ,
2462,,Lyons' Parral apartment complex residence ,once ,,.357 revolver
2463,,Berks County,,afternoon,handgun 
2464,,less than half a mile from the school they attended,once, lunchtime ,
2465,11 a.m, halfway home,,,
2466,,housing project on the city\u0092s fringe ,,,
2467, 5 a.m.,"three homes a few miles apart,",,before daybreak,
2468,"2 a.m.,",529 Rowlands Road,four , morning ,
2469,,319 S. Wayne Ave. ,,afternoon, handgun
2470,5:30 p.m.,Fairway View Apartments at 2225 College Drive,,,
2471, 1 p.m,200 block of West Philadelphia Boulevard ,,afternoon,
2472,2:38 p.m, 2100 block of East Firth Street,,,
2473,,outside a bar in the Kingsessing section ,Twelve ,night,
2474,7:30 p.m,600 block of Central Avenue,,night ,
2475,6:10 p.m.,Second and Ontario Streets.,three, evening,
2476,,"Porfirio's Pizza and Pasta, located in a shopping plaza",, night,
2477,3:30 a.m.,400 block of 20th Street,,,pistol
2478,,Macy's at the Monroeville Mall. That's about 15 miles east of Pittsburgh,,,
2479,,27049 W. U.S. 40,Two ,,Stoeger 357 revolver
2480,11:33 p.m,Lucky Garden Chinese restaurant at 62nd Street and Elmwood Avenue,several,,
2481,,in a home on Route 116 ,, evening,
2482,,600 block of South 55th Street,,night,
2483, 1:30 a.m.,"2600 block of Welsh Road, ",12 shots,,
2484,10:30 a.m. , 3800 block of North 18th Street,,morning,
2485,4:10 a.m," Haverford Avenue, near 56th Street",once,,
2486,11 p.m. ,500 block of East Cheltenham Avenue,seven,,
2487,,behind the Hawkins Village housing project,,,
2488,6:45 p.m,Sand Creek Lane,nine,,
2489,,Spring Garden and North 13th Streets,several,,
2490,,28485 Campbell Road,,afternoon,
2491,,700 block of Eighth Avenue ,,,
2492,,Townville Elementary School ,,,
2493,11:50 p.m,6000 block of Vandike Street, 10,,large-caliber semiatutomatic weapon
2494,1 a.m,330 Elite Gym on Midlothian Boulevard,, morning,
2495,2:30 p.m,"North 26th Street, near Dauphin",,afternoon,
2496,9:29 a.m,,,morning,pistol
2497,,a home in Milford Township,,,handgun
2498,10:28 p.m,3200 block of Adeline Street,,,
2499,9:28 a.m,"Champions Center, the newly expanded athletics and sports-medicine facility west of Folsom Street on Stadium Drive",,morning,
2500,11:25 p.m, outside their homes along N Darien Street near Lehigh Avenue,,overnight,
2501,3:50 p.m.,"North Randolph Street, near Norris",,afternoon,
2502,9:50 p.m,trailer park on Alfred Drive in the Brown Mills section,,night,
2503,,parking lot of his condominium complex,,afternoon,
2504,7 p.m,Macy\u2019s store at the Cascade Mall ,,night,Ruger 10/22
2505,10:30 p.m,"17400 block of Virginia Avenue,",,evening,
2506,,Atlantic City casino garage,,,
2507,,outside a take-out restaurant at 18th Street and Snyder Avenue,,night,
2508, 12:35 p.m,,,,
2509,12:35 p.m,1800 block of Thayer Street,,,
2510,9 a.m,52nd Street and Wyalusing Avenue,multiple,morning,
2511,12:35 p.m,1800 block of East Thayer Street in the Harrowgate section,,afternoon,
2512,seven o'clock,North Third Street,,,
2513,,18th and Susquehanna,,,
2514,,apartment complex in the 1500 block of Elmwood Street,,,
2515,6:30 p.m,2700 block of Taunton Street,two,night ,
2516,2 am,North Kingshighway and Maple,, morning,
2517,,near the parking garage to Caesars Casino,,morning,
2518,3 a.m,200 block of Locust Street ,multiple,,
2519,,400 block of Gadsden Loop ,multiple, night,
2520, 11:30 p.m,rural South Jersey home,three ,,
2521,,home near 9th Street and Locust Avenue ,,,
2522,3:30 p.m,6300-block of South Calumet,,afternoon,
2523,8:30 p.m,area of Eighth and Spruce Streets,, night,
2524,,west Philadelphia home, a shot ,,
2525,10:53 p.m,West Jackson Street and Cypress Avenue, multiple ,,
2526, 7 p.m.,100 block of East Federal Street,once,,
2527,1 a.m,3700 block of North 7th Street,several,,shotgun
2528, 2:15 a.m.,59 Ave. SW and Alki Ave SW,,,
2529,, playground in Philadelphia's Frankford section ,,,
2530,,,,,
2531,, Belmont County,,,
2532,,Garden State Parkway and at a convenience store,,afternoon,
2533, 5:35 a.m,200 block of B.W. Williams Drive,,,
2534,9:30 p.m., 1700 block of North Newkirk Street,,,
2535,1:12 a.m,5600 block of Arlington Avenue ,, morning ,handgun
2536,,Richmond Road,,morning,rifle
2537,2:45 a.m,1300 block of West 5th Street.,numerous,,
2538,7:30 a.m, J.W. Zaprazny Inc,,,
2539,7:15 a.m,,three,,
2540,5:30 a.m.,3400 block of Oxford,once,,
2541,6:15 p.m,Georgetown Manor Apartment complex on Christiana Road,,,
2542,11 p.m.,5th and Moore streets,three dozen shots,,
2543,,,,,
2544,2AM.,"Parrish Medical Cntr, 951 N Washington",,morning,
2545,,2600 block of Virginia Lane,, night,
2546,10:25 p.m.,Sports Bar on the 1300 block of South 33rd Street,,,
2547,3 a.m,1100 block of West Oakdale Street,,,
2548,,Galilee Baptist Church,,,
2549,,,,morning,
2550, 6:10 p.m.,,,night,
2551,,,,afternoon,
2552,4:10 p.m.,intersection of South Broad and Church Streets,,,
2553, 1 a.m, intersection of 12th and Chestnut streets,40,,
2554,11:20 p.m, 400 block of North Virginia Avenue,,,
2555,9 a.m,Gordon Heights community,,morning ,handgun
2556,,E. Walnut Lane,,,
2557,3:45 p.m,"11,000-block of Mt. Savage Road",,,pistol 
2558,,Kent County ,,,patrol rifle
2559,,unit block of North 26th Street,,,
2560, 6 p.m.,3100 block of North Rosewood Street,,,
2561,9 p.m, Golden Moon Casino parking lot off Mississippi 16 west,, night,
2562,,,numerous,night ,
2563,9 p.m. ,New Jersey Turnpike ,,,
2564,11:45 p.m,Cavanaugh\u2019s River Deck at Spring Garden Street and Delaware Avenue,,late-night,
2565,7:30 p.m,apartment complex in the 8500 block of Cedros Avenue,,,
2566,1 p.m,"Bridge and Charles streets, in East Frankford",,afternoon,
2567,9:30 p.m., Linden and Mitchell Avenues,,,
2568,2:30 a.m.,Greenwich Avenue nightclub ,nine,morning,
2569,,Orange County ,,night ,
2570,3 a.m. ,,four, night,
2571,10:26 a.m., 1437 W. Hamilton St.,,morning,
2572,,,,,assault rifle
2573,1:15 p.m.,a pizza restaurant near Jeremiah E. Burke High School,,afternoon,
2574,,"5300 block of Georges Hill Drive, near the Mann Center",,,
2575,9:15,area of South Van Buren and Elm streets,,night,
2576,12:30 p.m.,Manhattan Boulevard ,multiple,,
2577,3:40 p.m,2200 block of East Ann Street,,afternoon,
2578,,,,,
2579,,,,,
2580,4 a.m.,2100 block of Manzanita Way,,,
2581, 10:30 a.m.,,a gunshot,,
2582,11 p.m. ,"6700 block of Route 873, just north of Oak Drive in Washington Township",,night,
2583,1:30 a.m.,5600 block of Angora Terrace.,at least 10 ,,
2584,,6000 block of High Point Drive SW,,night,
2585,, Hennepin County ,,,
2586,8:45 p.m, area of East Hills Drive and South White Road,at least one ,,
2587,2:46 p.m, North 26th and East Julian streets ,,afternoon,
2588,"2 a.m.,",outside of a bar at 150th Avenue and Robin Street,,morning,
2589,,a home on Hudson Street near 36th Avenue,,afternoon,
2590,,near an AutoZone store on Fremont and Washington boulevards.,three,morning,
2591,,Gloucester County ,,,
2592,, Sunny Spot Bar on Noble Rd,, morning,
2593,1 a.m,24th Street near Ridge Avenue,,,
2594,6:30 p.m,"outside May Funeral Homes, 1001 S. Fourth St.",,night,
2595,,"near Newton and 16th avenues N., ",,evening,
2596,,Interstate 90/94,three,,.45 caliber pistol
2597,10:15 p.m.,Irving Plaza music venue,,night,
2598,9:20 p.m,outside of a group home for people suffering mental illness,10,,
2599,,Fairmont Street on the city\u2019s east side.,,,
2600,5:30 p.m,"near the end of Fairway Drive, off of Ignacio Boulevard",, evening,
2601,2:15 a.m. ,in the parking lot of a former supermarket near West Chelten and Wayne Avenues.,,overnight,
2602,, Estepona,three,night,
2603, 8 p.m,1100 block of Pine Street ,,night,
2604, 7 p.m,Buffalo bar ,, evening,
2605,7:45 p.m,near the corner of Fifth Streets and Grove Avenue,,night,
2606,10:30 p.m. ,Northeast Extension of the Pennsylvania Turnpike in Bear Creek Township,,,
2607,,Bayview ,single,morning,
2608,,"Interstate 480, where he crashed near State Road",,,
2609,4 p.m.,a basketball court near Swasey Field ,,afternoon,
2610,,,,morning,
2611,1 p.m.,25 White Dogwood Place,,,
2612,2 a.m,"Second and Ferry streets, ",,morning,
2613,,"a home on Oakfield, near Pembroke and the Southfield Freeway on the city\u2019s west side.",,overnight,
2614,,5100 block of North Hutchinson Street,," evening,",
2615,9:15 p.m.,1300 block of Walnut Street ,,night,
2616, 2:30 a.m,outside the Inn of the Dove,,morning,
2617,8:16 p.m,Greater Grand Crossing community,,night,
2618,,Margaret Wallace and Idlewild roads,,afternoon,
2619,2 p.m,Northland Center Mall,,,semi-automatic handgun
2620,3:20 p.m,Swampoodle section,,afternoon,
2621,,Delsea Drive,,afternoon,
2622,,Burlington County,once,night ,handgun
2623,6:40 p.m,3700 block of North Bouvier Street,,night,
2624,,,,,
2625,,McDonald\u2019s restaurant ,,,
2626,,Keystone Fellowship Church,two ,,
2627,4:20 p.m.,"2000 block of Wharton Street,",,afternoon,
2628,,900 block of East Price Street,at least 14 , night,three different guns
2629,2 p.m,5700 block of North Park Avenue.,,,
2630,10:55 p.m.,Broken Arrow Road,a gunshot wound,,
2631,,"700 block of South 58th Street, near Catharine",,noon,
2632,,Winthrop St. at Clarita Ave,,,
2633,,,,,
2634,9:30 p.m,Ridgecrest Village Townhouses,,,
2635,1 p.m. ,3200 block of Princeton Avenue,once,,
2636,1 a.m,7th and Cherry streets ,,,
2637,12:50 p.m,400 block of East Cosgrove Street,,,
2638,3:45 a.m.,600 block of Westmoreland Street,,morning,shotgun
2639,11:57 a.m. ,5800 block of Old York Road,, lunchtime,
2640,noon,Precious Babies Learning Academy on the 5800 block of Old York Road,,,
2641,,roughly 150 miles north of Milwaukee,,,high-powered rifle
2642,1:47 p.m,3000 block of Lucas Court,,afternoon,
2643,3:30 a.m.,outside the Emergency Cafe and Lounge on the 400 block of East Wyoming Avenue,, morning ,
2644,,,,,
2645,4:25 p.m,area of A Ave. and O'Keefe Street,,afternoon,
2646,,200 block of Osceola Street in the west section of the city,,,
2647,,Berrien County\u2019,several ,,handgun
2648,2:27 p.m,200 block of East Mayfield Street ,a shot,afternoon,
2649,,block of Dogtown Road.,,morning,
2650,2:30 p.m.,Olney,,afternoon ,
2651,10:50 ,"rear parking lot of the Bala Inn sports bar, at 5004 City Avenue",,night,
2652,,,,,
2653,9:50 a.m.,500 block of South Eighth Street,,morning,
2654,1:58 p.m,4000 block of Howland Street,,afternoon,
2655,2:10 a.m,1600 block of North Redfield Street,,,
2656,,near the Rutgers-Newark campus,,evening,
2657,2 a.m.,,,,
2658,1:30 a.m.,South 11th Street,,early,
2659,3:20 a.m.,Kennedy Fried Chicken on 2232 Third Avenue,four ,,handgun
2660,8 p.m,the corner of 123rd Street and Lexington Avenue ,,,25-caliber
2661,9:19 p.m.,outside 562 Morris Ave,,night,
2662,7 p.m. ,Pima County ,,night,
2663,2:30 p.m.,869 W. Buena Ave.,,,
2664,7:40 p.m.,4600 block of North Central Park Avenue,,evening,
2665,12:20 a.m,5300 block of South Union Avenue,,morning,
2666,9 p.m,6600 block of South Fairfield Avenue,,"night,",
2667,5:50 p.m,6600 block of South Blackstone Avenue,,evening,
2668,2:24 a.m,bus stop in the 1200 block of North Western Avenue ,,,
2669,4:30 a.m.,2600 block of South Homan Avenue,,morning,
2670,"8 p.m.,",4500 block of South Drexel Avenue,,evening,
2671,5 a.m,11700 block of South LaSalle Avenue,,morning,
2672,1 p.m,3200 block of West 15th Street ,,afternoon,
2673,3:10 p.m.,"outside JJ Beauty, a clothing and electronics store in the 300 block of East 47th Street",,,
2674,4:10 a.m,3900 West Ferdinand Street,,,
2675,2:10 p.m,10700 block of South Eggleston Avenue,,,
2676,12:30 p.m,3200 block of West Nevada Place.,single ,afternoon,
2677,7:48 a.m,Ridge Motor Inn at 2900 New Pinery Road.,,,
2678,5:30 p.m,200 block of Ferrill Street,,evening,
2679,,the Oxford restaurant,,,
2680,6 p.m,east side,,evening,
2681,2 p.m. ,,,,pistol 
2682,4:30 p.m.,near the ALDI grocery store at 3060 Main St,,evening,
2683, 7:19 p.m," 70 Washington Street, near the St. Francis House",,,
2684,2 p.m,a condominium in the 9800 block of Mammoth Street,,,
2685,,,three,,
2686,9 p.m,Haddon and Kaighn avenues,,night,
2687,4:20 a.m. ,Mobil gas station on Fenkell and Greenfield ,multiple ,,semi-automatic handgun
2688,6:35 p.m,15th and Allegheny,,,
2689,, backyard barbecue,,,assault rifle
2690,5:20 p.m, 1000 block of Haddon Avenue,,,
2691,,100 block of West Wishart Street,,,
2692,11 p.m. ,500 block of McClure Avenue ,,,
2693,2:25 a.m. ,eastbound Interstate Highway 80 transition to southbound Interstate 880 ,,,
2694,12:45 p.m.,5200 block of Howland Street in Olney,,,
2695,9 p.m.,"parked gold Toyota Camry outside the Pine Ridge Apartments, 1900 Laurel Road",,,
2696,,4000 block of Green Street,,,
2697,8:21 p.m.,,,,
2698,5 a.m. ,corner of Ann and West Main streets,,,.32-caliber semiautomatic 
2699,1:40 p.m.,Block S. Beaver Street,,afternoon ,
2700,6:30 p.m., 208 Steven Drive ,a gunshot,,handgun
2701,,he fishing pier off the 2300 block of Port Mahon Road ,,afternoon,
2702,,parking lot of the Silver Lake Tavern on Silver Lake Road in Delaware Township,,,
2703,10:20 p.m.,5700 block of Christian Street,two,night ,
2704,,Centerville Road,,morning,
2705,2:20 a.m,13th and Wingohocking Streets,,,
2706,1 a.m,5614 Chew Avenue,several,,
2707,4 p.m,1400 block of Lardner Street,,afternoon,
2708,,near 7th and Luzerne Streets,,midnight,
2709,12:10 a.m, 1100 block of Rosalie Street,,overnight,
2710,9 p.m,East Coast Boutique,,evening,
2711,,9700 block of Joliet Circle,,noon,
2712,,unit block of Russell Avenue,,,
2713,3:15 a.m,28th and Tasker streets,,,handgun
2714,,,,,
2715,4:35 p.m,400 block of West 3rd Street,multiple,,
2716,5:30 p.m.,Church's Chicken at 3650 N. Broad St.,,,
2717,2:45 a.m,Washington Street apartment ,,morning,
2718,, East Paris Avenue and 60th Street SE,a shot ,middle of the day ,9mm subcompact handgun 
2719,,Newtown Avenue near Godfrey Avenue.,,,
2720,8:30 p.m.,700 block of South Second Street ,three ,night,45-caliber handgun
2721,,,,,rifle 
2722,8:48 p.m.,parking lot of Canby Park Shopping Center,,night,
2723,8:50 p.m.,"Verde Park, in the area of San Martinez Road",,night,
2724,3:45 a.m.,5600 block of Via Monte at Carlsbad Drives near Pioneer High School,,morning,
2725,11 p.m. , near 52nd and Pine streets ,six,night,
2726,11:10 p.m.,Monarch Pass and into Chaffee County,,night,
2727,2:00am,near the Harpersville Road overpass,,,
2728,1:34 a.m,1500 block of Warrensville Road,once,,
2729,1 a.m.,corner of 15th and Locust streets,,,black semiautomatic handgun
2730,,573 Overlook Road in Chapel Hills,,morning,
2731,2:30 AM., near Exit 10 on I-91 northbound,,morning,
2732,11:10 p.m,"outside the Cascade Recording Studio at 6611 Santa Monica Blvd., ",,,
2733,6am,a house at Old Tower Crescent in Clondalkin,,morning,
2734,9 p.m,700 block of Lincoln Avenue,,night,handgun
2735,8 p.m, 100 block of N. Lucas Avenue,,,
2736,,Calhoun County,twice,,
2737, 2:00 a.m,Brambleton Avenue and Tidewater Drive,,morning,
2738,12:30 p.m., 3400 block of Park Avenue West,,,
2739,1 p.m,e the Extended Stay America hotel in the 22700 block ,,,
2740,,Jaycee Manor Apartments,,,
2741,,an apartment in the 1400 block of Poplar Street,one ,,semi-automatic weapon
2742,10:10 a.m.,inside Kennedy Memorial Hosiptal,two ,morning ,
2743,1:20 a.m.,428 Third St.,,morning,
2744,9:30,100 block of S. 55th Street ,,morning,shotgun
2745,,,,,
2746,,,,,.380 gun
2747,11 p.m,Vineland Avenue and the 11000 block of Kittridge Street ,,,
2748,7 p.m,203 Aristile Road,,night,
2749,,5700 block of Thorndale Lane at the Morningside Apt. Homes.,,night,
2750,,Route 113 in Sussex County,,,
2751,7 p.m, home near Holly Avenue and San Marcus Street ,,,
2752,,La Quinta Inn near U.S. 60 and Power Road,,,
2753,6:30 p.m,Prospect Avenue just south of Park Road,,,Glock 26 
2754,,Doudy Draw Trailhead parking lot.,single ,,revolver
2755,,,,morning,
2756,8:30 p.m.,a home on Seventh Avenue in Neptune Township,,night,
2757,3:45 p.m,1700 block of Mockingbird Lane ,,afternoon,
2758,,outside Jimmy John's at 1321 S. Hurstbourne Parkway,,early afternoon,
2759,,,a gunshot,afternoon,
2760,7 p.m,200 block of Holly Avenue,10-12,,
2761,2:20 p.m,Laurel Village apartments in Wilkins Township east of Pittsburgh ,,,
2762,3:30 a.m,outside of Planters First Bank in Pineville on North Pine Street,,,
2763, 12:40 a.m,Saint Herman Harbor,several,,
2764,6:50 p.m,outside the TGI Friday's along the 100 block of North DuPont Highway in Airport Plaza,,night,
2765,4:15 p.m.,Pittsburg County ,,,22-caliber
2766,,,,,
2767,10 p.m,Star Mini Mart at 2950 North Washington Boulevard,,,
2768,,,,,
2769,8:20 p.m.,600 block of Park Street ,five to seven,night,
2770,9:57 a.m.,East Yager Lane,,morning,
2771,5:40 p.m,Grant and Breckenridge Streets,,night,
2772,,Redwood Avenue,single,,pistol
2773,,Verona Boulevard,,morning,
2774,, miles west of San Antonio,,,
2775,7:55 p.m,2200 block of Philip,five or six,,
2776,,,,,
2777,11:30 p.m,a bar in the 30300 block of state Route 706,,,handgun
2778,5:30 a.m,2200 block of S. 9th Street,,morning,
2779,7 o\u2019clock ,parking lot of a TGI Fridays near North DuPont Highway,multiple ,night,
2780,2:30 a.m,,,,
2781,,,,evening,handgun
2782,10:30 p.m.,County Road 1220,a shot,night,
2783,"7:27 p.m.,",1100 block of W. Second St.,,evening,
2784,,West Oakland BART station,,,
2785, 2 p.m,Kaolin Park,,,
2786,,Mesa County ,multiple,morning,
2787,12:45 p.m.,800 block of Campus Drive,once,afternoon,
2788,,Wild Horse Road,,,
2789,,,,,
2790,10 a.m,residence in the 300 block of Brown Lane,,morning,
2791,8 p.m. ,Hamlett Apartments on Encino Cove,,,
2792,,Stubbins Street ,,night,BB gun
2793,,15 Mile Rd. between Harper and Gratiot,multiple,,
2794,,bar called DaBomb in the 2800 block of Evans Mills Road,,,
2795,11 a.m,500 block of Fruitvale Court,,morning,handgun
2796,,Hi-Crest neighborhood,,,
2797,,,,morning,
2798,7:45 p.m,overpass above the 5 Freeway,,night,
2799,10 p.m, Sacramento County,,night,
2800,9 a.m.,7100 block of Verona Boulevard,six,morning,
2801,3:50 p.m. ,wooded trail between Elium Drive and Springmont Drive,,,
2802,3:00 a.m, Angel Drive,,morning,
2803,2:30 p.m,afternoon ,,ntersection of Humboldt Road and University Avenue,
2804,11:30 a.m,"Gate City Foods, at 601 W. Andrews Ave",,morning,
2805,3:30 p.m. ,,,,
2806,5:55 p.m,1306 Eagle St.,,,
2807,8:33 p.m,"1021 N. Main St.,",,night,semi-automatic pistol 
2808,8:25 p.m., Interstate Highway 80,,,
2809,,,,,9mm
2810,10:40 p.m,Fairlawn Green Apartments on Southwest 20th terrace.,,night,
2811,,,,,
2812,10:54 a.m. ,Marin County,,,
2813,5:45 p.m,100 block of Petunia Loop,,,
2814,, Phoenix Drive.,,afternoon, handgun
2815,2:40 a.m,300 block of East Third Street,,,
2816,5 p.m,corner of Causey and Virginia Avenues,,night,
2817, 10:45 p.m.,area of Sixth and Lorena streets,,,
2818,,67 Saint Nicholas Avenue,,afternoon,
2819,18:40 GMT,Digbeth area,,,shotgun
2820,2:30 p.m,near Reservoir and Trumbull avenues,3 shots,,22 caliber pistol
2821,,,,,
2822,8:45 p.m. ,12800 block of Cook Street,,,
2823,1:06 a.m,Eastside Grocery on 8th Avenue and 2nd Street,,,
2824, 9 a.m. ,Wild Turkey Drive,,,
2825,,,,night,
2826, 11 p.m. ,Red Roof Inn on Sidco Drive,,night,
2827, 1:30 a.m. ,Santa Clara Bar and Restaurant,,,
2828,4:45 p.m,Swissvale Avenue apartment,,,
2829,5:55 p.m,1300 block of Eagle Street,,evening,
2830, 8:31 p.m.,20 East 18th St.,,night,
2831,4:45 p.m,area of Olympic Drive and Danbury Court,multiple,afternoon,
2832,5 p.m, Fort and Fourth streets,,,
2833,8:30 p.m,Publix at County Road 455 and State Road 50. ,,night,
2834,, Cypress Drive,gun equipped with a laser sight ,night,
2835,,Indiana Village Apartments,,evening,
2836,8 a.m,,,morning,
2837,1 a.m. ,area of 10th Street near Central Street ,,morning,
2838,,,,afternoon,
2839, 1:30 a.m,N 5th Street near Erie Avenue,,overnight,
2840,5:11 p.m,vacant lot on the northeast corner of South Spring Road and East Franklin Avenue. ,,,
2841,,h Foods at Forsyth and College streets,,,
2842,,1800 block of Route 37 West,several,morning ,
2843, 2am.,8500 block of Waters,,morning,
2844,10:55 a.m,corner of Oakdale Avenue and Halsted Street,multiple,morning,
2845,2:15 p.m,4600 block of Terrace Avenue,,,
2846,,4400 block of Broadway,,morning,
2847,, Cackling Drive,,,
2848,11:25 p.m,"apartment D-203 at the Mesa Village Apartments, 1205 E. Elm St.",once ,night ,.40 caliber
2849,,housing project,,evening ,handgun and a shotgun
2850,,20th and Martha ,,morning,
2851,,Thornaby Circle near High Point Road,,,handgun
2852,,3000 block of South La Cholla,,,
2853,10 p.m,7-Eleven on 639 Long Lane,,night,black revolver 
2854,8 p.m, Jade Tree Drive at Album Leaf Drive in a neighborhood off Old Leesburg Road,,night,
2855,,house in the 2500 block of Warren Street,,,
2856,1 p.m,,,,
2857,,Perry Township home,,,
2858,,Marion Street,a bullet,night,
2859,10:30 a.m.,1600 block of N.W. 31st ,,,
2860,, CVS store in the 10000 block of Tara Blvd.,several ,,
2861, 1:30 p.m,North Ward,,afternoon,
2862,10:30 p.m.,1800 block of Fillmore Street,several ,night,
2863,10:33 p.m,8100 block of South Houston Avenue,,night,
2864,8 p.m, Jadetree Dr. and Auburn Leaf Dr. ,,,
2865,,Shifa Restaurant in Ottawa\u2019s west end,,evening,
2866,,,,,semiautomatic pistol
2867,1:00 a.m,Ferris Lane,,,pellet gun
2868,8 p.m.,1326 Frank St.,One round,, handgun
2869,,,single,night,
2870,,,,,12 gauge shotgun
2871,,,, night,
2872, 6:30 p.m,1800 block of Ridge Avenue,,evening,
2873,,800 block of Seward ,,noon,
2874,10 p.m,1700 block of South Garey ,,,
2875,,area of 19th Street,,,
2876,,at the base,,,
2877,3 a.m.,,,morning,
2878,,,,,
2879,12:45 a.m,100 block of Center Street,,morning,
2880,1 a.m.,Locals Bar on Poplar Street,,,
2881,12:52 a.m,Renaissance ClubSport in the 2800 block of Jones Road,the gunshot ,morning,
2882,2:00 p.m,,,,
2883,, Bass Pro Shop,,,
2884,8 a.m,1100 block of SE Olson,,,
2885,9:30,3900 block of South Grand,,,
2886,,bathroom at McKee's Pub,,evening,
2887,8 p.m.,Hwy 41 South,,,
2888,,13th Street,,morning,
2889,,300 block of Windlock Drive in Hoke County,,,
2890,,Homewood North neighborhood,,shortly after midnight,
2891,6 p.m.,1500 block West 32nd Street,,evening,
2892,, 16000 block of 264th Street East,20,,9mm handgun
2893,,St. Paul Street apartment,,morning,
2894,7:15 p.m. ,,,night,handgun
2895,7 a.m,"parking lot of Pinewood Hill Condominiums, in the 1300 block of Palmer Road",,morning,
2896,, behind the Washington County Livestock Center ,,afternoon,
2897,3 a.m. ,Evans Avenue,several,,
2898,,1000 block of 12th Court North,,evening,
2899,10:30,"northeast of Cactus and El Mirage roads, just west of the Agua Fria River",,night,
2900,2 p.m. ,311 W. Byrd Street,,afternoon,
2901,,Starlight Lane,,,
2902,,,,evening,.380 pistol
2903,,,,evening,
2904,4 a.m.,parking lot of Club Onyx Gentleman's Club located at 2908 Christopher Columbus Boulevard,,morning,
2905,3 p.m,3800-block of 61st Court,,afternoon,handgun
2906,,,,,9 mm handgun 
2907,,Emerson Avenue near Featherstone Road,,,
2908,9 p.m, 109 Vance Street,multiple,night,
2909,3 p.m,200 block of W. Columbus Street,,,
2910,11 p.m,West Ballard Street and South Styers ,,night,
2911,2 AM,home on the 2600 block of Havitur Way,,,
2912,, 14 Baltimore,,evening,
2913,10 p.m,200 block of Sutters Mill Road,twice,night,
2914,9:30 p.m,home on East. 2nd Street,multiple,,
2915, 1:30 a.m,San Diego Street and Kearney Avenue,multiple,,
2916,8:30 a.m,North Autumn Lane,,,
2917,1:55 a.m,8000 block of Pulaski Highway,once,,
2918,10 p.m.,7830 block of Glen Orchard Drive ,twice,night,
2919,11:00 p.m. ,Sulpher Springs Road,,night,
2920,,Azusa Avenue on-ramp to the 60,,shortly before midnight,
2921,2 o'clock,area of 5th and Holland streets,,morning,
2922,3:02 p.m.,"Jim Coad Rare Coins, near Eubank and Candelaria",a round ,,
2923,6:00 p.m,Sample Road ,,night,
2924,3:30 p.m, public basketball courts located at Widgeon Road and Partridge Street,,afternoon,
2925,, 2-thousand block of east third street,,overnight ,
2926,2 a.m. ,near Park and Wood Avenues,,morning,
2927,4:30,High Volume Gas Station on Old Williamston Road,,,
2928,,,,"night,",
2929,9 a.m,7900 block of Westcliff Drive,, morning,
2930, 8 p.m,Mission Stone Ridge Apartments on Piccadilly Row,multiple,night,
2931,4 a.m. ,northbound lane of I-57 between 147th and the Cal Sag River,At least six ,,
2932,5 p.m., Starbucks at 13881 East Mississippi Avenue,,,
2933,2 p.m.,intersection of East Livingston Avenue and Beechwood Road ,several,afternoon,
2934,,700 block of SW Topeka Blvd,,overnight,
2935,4 p.m,1900 block of Springlake Court off of Old Springville Road,,evening,
2936,,900 block of Ruben Torres Boulevard,rifle,,
2937, 8:30 p.m.,,,,
2938,,900 block of West Fogg Street,multiple ,afternoon,
2939,7:30 p.m,May Street residence,six ,,
2940,,,10 ,,
2941,, Beverly Lodge ,,night,
2942,,outside a high school,,night,
2943,,,,,
2944,9:40 p.m,South Mason Avenue and Center Street,,night,
2945,2:24 a.m.,Inn of the Dove located at 725 Cuthbert Boulevard,,,
2946,12:55 a.m,,,morning ,caliber handgun
2947,2:04 p.m,Stuyvesant Avenue,,afternoon,
2948,,Alabama River in the Tensaw community,,,12-gauge
2949,9 p.m.,second floor.,,night ,
2950,,County Road 405,,midnight,
2951,3:30 a.m,,,afternoon,
2952,,home along Matchlock Road,,noon,
2953,6:20 p.m,5600 block of St. Barnabas Road,,evening,
2954,9 p.m. ,neighborhood off of Mediterranean Avenue and Pacific Boulevard,,,
2955,9:18 a.m.,Little Blakely Creek Road,,,
